,text
3393,عندها الحق كلامها صح
5853,اولا من سب وشتم في شهداينا وفي شعبها ممنوع وغير مقبول لدخول ارضها وهذا معمول به في كل العالم وثانيا لانحتاج رقاصات ورقاصين الي في بلدنا ونريد التخلص منهم نهاييا
4529,انا معك يا بشرى
5125,لا فنان ولا فرنان في الجزا ءر لسنا لحاجة اليهم عندنا فنانين مشي مخصوصين او بيكم فتح الخزينة
4773,شكون قالكم بلي هي
526,وعلاه مدايرى خاتم في شاهد يا فاهمة
3234,هاد الرجال لي راكي تحكي عليهم منهم باباك وخوك وبلااك يكون منهم راجلك هدا الا تزوجتي يااك حنوونة واحمدي ربي راه يتباع المكياج سيي نحيه واخرجي والله يحسبوك مسكينة تاع وجهك رجال تاع دزاير يااك كبيرة والمخ خاوي اودي شكوون راه سامع بيك نتي قط ميشوفش فيك
6007,طيموشة ثاني معاهم
5425,متخافيش ميجوش
3199,تشبهي لسوة كي تكون بدمها
365,خامجة
5977,مع قرار عمي تبون
939,اي روحي ربي وكيلك ولله ما نسمحلك ولله ماكلاه تحشيلنا ميش ولاد صغار
1682,واين راح الصوت
2331,هي ماغلطتش في واش هدرة فقط طريقة كلامها كانت استفزازية
765,ماعندها لا حق لا والو ديجا هدرتهامش منطقية كامل تاع وحدة خارجة الطريق وياوحد الجاهلة وي اللبسة عندها دخل نتي الرجال يشوفون وحدة لابسة سروال مزير وبيستي طايح عالكتاف سي سير يسخف كبيرة وجايحة روحي استري روحك بحجاب وصلي وادعي ربي يهديك بالك يهديك ماجيش تشتكي الجزايريين يا جاهلة قليلة الادب
876,مكيش عارفة ولا تتمحمري برك راهي مست كل جزايري
1284,انتي معروف بلي من كملكش
2426,رخيسة ما تسواش دورو روحي اسطري روحك يا البهلولة الشباب الي تتكلمي عليهم هم احسن شباب في العالم ولاد بلادي انا افتخر فيهم انتي ديري خمار على راسك قبل ما تتكلمي على الناس في الباطل
5992,انا مع الرييس تبون لا هيفاء ولا محمد رمضان مطبع مع اسراييل
2443,شوفي يامنيش عارف سماك عندكم توالات فالدار ولالا باينة بلي كاينة بصح نتي تدخليها ولا لا هادي متخراش
3335,هاذي راجل ولا مرى
3537,معها حق
2545,منيتكم علاش تسبو فيها عندها الحق
5258,لا نريد فنانين مصريين بارض الشهداء
4046,لوكان سترتي روحك وطبقتي شرع الله حتى واحد ما يشوف فيك بنظرة خايبة وزيد لوكان ما كنتيش تخزري فيهم ما تعرفيش اذا كانو يريقو عليك ربي يهديك يا الحابسة يا قليلة الحياء والحشمة
18,وزيد تقول وتعاود فيها حسبي الله ونعم الوكيل
1011,لازم تخافي من لي خلقك لانك كي توصلي للمرحلة هادي ماتقدريش تاذي الناس وماشي نتي برك بزاف راهم كيفك مايخافوش ربي وهاذي هي المعضلة كي ماتخفاش من ربي راح تخاف من الناس
2991,لوكان نبداو القصاص نتي اللولا
5468,لانقبل بهاكذا فنانين في الجزاير لانريدهم
471,لن يقف القانون في وجه القدر
2013,والله غير واقيل نسيتي وين كنتي تسكني في هاديك البراكه في اللكريار
499,ربي روحك ومن بعد انصحي وباين مش غيضتك شيما راكي حابة طيحي في رجال الجزاير ياجايحة لوكان مش رجال راكي ميتة ضرك
960,يهديك ربي يا سمير
3587,فی حیاتی ماشفت فی طریقی راجل یریق علی طفلة ملی کانت دنیا یریقو علیها
3816,روحي تلعبي بعيد خامجة مسخة
4780,تقلد اصواث ركو ثمسخرو متحشموش ماشى مربية ربي يخلصك فى هذا لعواشر
2798,فيمينست  زب
1863,تسمى دورت عنا
3293,مونيا نطقت الحق وسط الشياطين
157,الاسلام متنطقيش في فماك يا مهبولا افهمي روحك وش راكي تهدري
5600,يجب على وكيل الجمهورية يتحرك لردع هذا المسوول النجس الدي استضافة هذه الاوساخ ويبدر المال العام عليهم وياخد نصيبه في الاخير
1333,مانحتجوش تبريرك كامل خاطيكم كي تنكشف امام الشعب
4900,ياربك هذي لي متربيه متربية تعرف تطيح
4031,لي يسمع تهدري هاكا يحسبك متدخليش كامل للمرحاض
3777,شكون هاذي اقسم بالله اول مرة شفتها زيد انا والله كون عديتي حداي والله ما نشوف معاك غير على الكيلو تاع الماكياج لي في وجهك لابغة تعدي بكوبثار يا وحدة المصفارة
3130,اودي خوتي راكي كبيرة روحي جيبي حجة حيلك
3183,لوكان جيتي مراة كوني متحجبة مشي متبرجة
4089,يالخماج استري روحك انتي وامثالك ونحي ماكياج الجاهلية هذا من بعد اهدري وحلي فمك رجعتونا نحشمو نخرجو مع خاوتنا بالعرا تاعكم تقول رانا في بلد علماني ولا كافر الله يحفظنا
1891,اسمعي كاين غير الاحترام في الجزاير ملقيتيش راجل سيد الرجالة يشتيك عليها راكي ديري هكا ربي يهديك ختي
3981,سبحان الله هاذ النوع تع النساء لوكان عاشو في الجاهلية راهي ترقص لابا جهل كي تكمل يمدها لسبع ياكلها
2481,نتيا تحبي تعطي هاذا مكان استرو رواحكم مانريڨوش ابنت لا
3986,انا ندير فضيحة عبد القادر يقصف الجزايريين
1653,فاقو احكيها لبيبيط
5502,يتبون لنوريدو هذو فنانين الذين سبو شهداء الجزاير له ريجل ان كجزايري اشعب لن و لن و لن نقبل بي خمج في بيلد شهداء متريسكيش
2958,مسكينة ضاڨت شويا دراهم ولات تتكبر على الشعب مايدي ربي يرحمو قال ماتخافش من الشبعان اذا جاع خاف من الجوعان اذ شبع كانت جوعنا مسكينة ولات ضبع
2976,عندها الحق امالا انت موالف تشوف الرجال كبار وصغار ايريڨوا على النسا تسما انت موافقها على التفاهات اللي هدرتهم عجب
5031,اذهبوا حيث يسمونكم فنانين اما عندنا فانتم معفونين ومنبوذين
3968,والله قالت الحقيقة قع كلاهما صحيح بصح ماشي قع رجال تاع الجزاير كاين وكاين بصح كاين شباب كيما هكدا الله يهدينا اجمعين
2619,روحي يصفرلك الوجه
687,حياة لايف
2919,نحي وجهك وورينا وجه بلا مكياج
4563,اولا هي لم تشتم الشعب بل دافعت على روحها انتم كيكنتو تسبو فيها تعيروها معليش وهي كردت علكم معجبكومش الحال يعني راكم تشبهو لهذا النظام هو يظلم في الشعب كي شعب يدافع على روحو ميعجبوش الحال
1625,جبهتها كي ديك الغنيا تاع طريق الليسي كي عياتني يا محاينك كاريثة
6019,اسمط فيلم بشوفو سامط رهج يعطيكم البخس
1215,قيو اوهوه فاقو بيك
4899,حشيتهالنا بصحتك باين السيد ما ظلمكش يا سراقة
2410,هدي واش حاسبة روحها
2292,القصاص يطبق عليك
2490,مسكينة لزملها مستشفى الامراض العقلية مازال منزادش لسب جزايري ويطيح بيه ياوحدة الفايحة روحي ستري روحك ومبعد حكي على الاخلاق الرحمةياوحد العايقة لا دين لا حياء لاتربية
1941,عندها الصح مليار بالمية
1243,روحي ت
4100,بهدا اللباس كاسية وعارية اقسم بالله منشوف ليها وربي شاهد
2224,استري روحك ميشوفوش امعاك يا قليلية الحياء
5170,المشكل شكون لي يعرض فيهم واش قصدو ناس تسب فينا وحنا نقودولهم واش معناها هذي هذي معناها الاستمرار في استفزاز الشعب الجزايري وتوسيع رقعة التوتر
2740,ماعندهاش انوثة سبحان الله
3232,وي علابالي مي اغلبيتهم مايحشموش
3598,اكيد التبرج حرام ولكن عندها الحق اختي الغالية كي قالت نقطعوا ناكلوا لحم بعض الخ راهي تكذب
4754,عندها حق ماهدرتش على لي وقفو معاها هدرت على لي يبارطاجيو لي فيديو تاعها وجايبينها مو راها عندها الف حق
2340,باسكو نتي تمشي عريانة في الطريق ولوكان جيتي لابسة حجاب واحد مايشوف فيك يا والله غير حشمنا ما نقولولك حنا شباب مربيين عليك يا ومكانش جزايري حر راح يتبلاك ديريها مليح في بالك
3877,مانكذبوش والله غير شي شاشرة تفوت عليهم شيرة متحجبة دايرة جلباب يڨولها غير الله يبارك ومايطلڤش زين ودين
140,حشمت روحك الله يهديك كنتي تهدري على شيماء راحتي دخلتي في موضوع اخر الله يهديك وصاي
4793,انا مع حراك يحارب الفجور والفساد الاخلاقي ارفعوا شعارات الشعب يريد القضاء على الدعارة بانواعها ان كنتم صادقين اما حراككم هذا الدنيوي فقسما بالله لن يستقيم الحال كما لم يستقم حال التوانسة لانهم خرجوا من اجل الدنيا لا الدين والايام والسنين بيننا ان كنا من الاحياء ملاحظة انا شهصيا لست متاكذا فعلا ان كان هذا صوتها فعلا واتحدث عن المقطع الاول والله اعلى واعلم
555,انت اصلا ما شي فاهمة واش معناتها الموت تعطي راحة الموت تعطي راحة للواحد قبل ما يموت ماشي حتى يموت كي يموت كل واحد يتحاسب على اعمالو ماشي يستراح
1797,تعلمي تهدري يا عديمة الادب روحي عادي تربية
337,بالعي بالعي فمك
2514,طلعي لاميش
5519,لا نريدهم عندنا واذا السياحة بفصلهم فنحن سنستغني عنها هولاء الانذال لا نريدهم عندنا
3029,كيديرا على حالتها لزينة تروح تربي روحها في تجي تهدر على جزاير هدي اصلا منعرفهاش حاسبة روحها مشهورة عورة بصح هدو الشباب الله غالب لا مشي مربيين الله غالب مكان كندلهوم بصح المربي لد الفملية مسلم الحقيقي ميدريش هكا
4354,هذا رد لجماعة متضامن
4975,مزالكي قديمة
1053,انا امنتك شوفي معاهم
3079,عندها صح في بعض الناس مي مشي كامل
5798,هاذو مرفوظين يدخلو الجزاءر بلد الشهداء
5293,كلهما ماسونيان مفروضان عن الجزاير
4814,يا عليك والله ماتحشمي ربي يسترنا يارب استغفر الله
1812,والله متشبهي لوالو غير منعرف كيفاه تشهرتي لا كشه ولا تعرفي تتكلمي
4305,تبقاي بصمة عار عل الجزايريين
5354,لا نريد فساق وفجار مهما كانو لسنا بحاجة الى حطب جهنم
1286,فاقو بيك طز نتي راكي قديمة على حلوة طابع بلاصتك تجفي وتسيقي واش راكي دري تما فات وقتك وناس كلاستك نتي يريقو عليك وعلى جبهتك
5399,شهداينا ضحوا بحياتهم لنعيش نحن في الكرامة كما يقول مثل الله يخلف على الذي غرس الشجرة لا على الذي قطعها المجد خلود لشهداينا الابرار فلسطين الشهذاء
4656,ماهيش هي
3783,هاذي خامجة ولا تمثل بنات الجزايري في اي قول من اقوالها هاذي تسب وتشتم في الرجال خاطر مش مربية على يد راجل نورمالمون قبل ماتهدر في الرجال وتعمم تتفكر باباها وعمامها وخوالها تتخمم على اولاد وبنات الرجال ورد فعلهم على اقوالها التي لا ينطق بها الا شخص لا يفقه للرجولة شيء هاذي عيب وعار على اي قناة تخليها تظهر على الشاشة تاعها وعيب وعار على كل شخص يتابعها سواء في القنوات التلفزيونية او مواقع التواصل الاجتماعي لانها شخصية فاشلة بكل المعايير
343,روحي استري روحك وروحي اهدري ياوحدة شيطانة
1984,خامجة خماج تفواا
794,اقسم بالله هاذي المراة فحلة وبنت رجال
4777,هذا هو التعيدير كيما تقول وردية الله يرحمها التعيدير
1924,انا علابلي مكنتش تقصد الناس كامل
5667,ايها السيباستياني الاشكينازي الزيريين كانو قبل ان تتاءسس هذه المهلكة الداعرة
2774,والله خوتي حنسقسيكم هي كي قاعدة تهدر فرجال قولها تروح تغسل فمها قبل ما تهدر الثانية تروح تنحي الكيلوماكياج لي في وجها وتغسلو مليح مليح وثما تعرفوها على حقيقتها هذا اذا ماتشوكيتوش من المنظر الخلاع اللي حتشوفوه
1412,4 كلغ ماكياج رمضان على ابواب لا نريدك في تلفزه يا جبهه
2019,معليش خلوها اتصبر روحها ومديروش عليها رفع القلم عن ثلاث ٠ المجنون حتى يعقل الله يهدينا
5144,الدراهم لتخلصو بهم هاذ الفنانين روحو داو بهم الفنانين ديالنا لراهم يموتو بصمت
2012,نيستي حاجه نفكرك فيها واش كانو يعيتولك بنت الشاوي
163,روحي اترباي متحشميش بهدلتي بروحك فخورة نتي تهدري اتن
766,عانددها الحق
2316,روحي نحي السبعة كيلو ماكياج اللي راكي دايرتهم اذا انت ممثلة وطفلة صح حلي الكاميرا وجهك ما فيهش ماكياج كون نسبك تطيحي في الارض تبكي فضايحك اللي نعرفهم انا كاين بزاف ناس ميعرفوش فضايحك
492,عندها الحق والله لانو بعض رجال ماشي الكل والله يديرو كلش لي مدار والو طمع طفلة خلاها تتعلق بيه وراح خلاها يقوللها اظا تحبني بعتيلي تصورك عريانة الله ربي يهديكم
3863,مالا خوك وباباك تاني معاهم تباا لك ولها نحن لاينظرون للحمنا نحن بشر ولسنا حيوانات هي مريضة نفسيا وانت اكثر منها لاتنسي عري المراة لو كانت المراة مستورة كما امر الشرع لما نظر اليها احد والفتنة اشد من القتل فكماذكر الله في كتابه العزيز الزانية والزاني في كل شي بدابالرجل مثلا الذاكرون والذاكرات الخاشعون والخاشعات الصابرون والصابرات الا الزنى بدا بالانثى والزانيةوالزاني من هنا يوضح انا المراة هي من تكيد للرجل لكي يزني بها من خلال لباسها الغير محتشم استرو مفاتنكم ولن ينظر اليكم حتى الحيوان تباا لكم كاسيات عاريات وانت منهم يافغولي احتشمي يا نادلة
6054,لو كان تجتمع الاسرة يتفرجو لي هذا الفيلم فيلم خر خزي وعار والله عيب مجتمعنا غني ولا يحب هكذا اشياء ايه معليهش ننهض الثقافة والتمثيل النقي بشكل عام ولكن انا من شوفت هذا الفيلم 0صفر 0صفر 0صفر قلة حياء مهزلة احنا مجتمع عربي ومحافظ جدا
4118,مستواك ميمثلش المراة المسلمة الجزايرية الحرة وشكرا
2551,انتي من الناس لي حطين رواحتيهم يعرفو كولش انتي اصلن تشوخ بلا مخ
4102,مسلسلات رمضان جزايرية كان المعاليم البذخ
3007,شوفي الفيديو مليح وجربي تفهمي الكلمات وفي الاخير تلقاي روحك بلي الشعب هو الصحيح ونتي رفادتها شكامة حاشاك ماكانتش تقصد فية لوكان جات تقصد فية توضح ارواحي نتي ودخليهالي في راصي تقولك كبير صغير مشايخ ومبعد تقول حنا يعني قاع حنا على شكون قالتها قالتها على الشعب الجزايري ياك هي منهم ملخر هاذي ما تعرفش تهدر وسلام عليكم
5959,الجزاير ثربها مسقي بالدماء وليس بالخمر ادن حكومة وشعبا لا يقبولوا فنانين العار لا مرغوب فيهم
2630,عندها الحق ماية الحف
4795,اصلا كنت ما تعجبنيش خطراه حاسب روحها
1788,بصح مفهمتش علاه كي تصرا حاجة كبيرة فالجزاير مهمة تستاهل صح صح نقلبو لبلاد عليها الناس بكل يتخباو واحد ميبان او واحد ميدير موقف رجولي البلاد خالية او مكان حتى واحد ريكلامة ولا دار تغيير مع الاسف بصح حكاية تافهة كيما هادي معندها حتى معنى الدنيا تقلبت عليها اون بليس الطفلة هادي مهدرتش على الرجالة كامل اي تهدر على فية وحدة لي هوما الرجالة لي يديرونجثو برا هاظي هي لحكاية مقالتش رجال الجزاير كامل انا منشوفها غالطة فحتى حاجة كل كلمة هدرتها صحيحة علاه نتوما برا ماش هكا يا ولدي بركاونا متلعبو فيها كيما وصفتكم راكم هكا بعد منكدبوش على بعضانا بصح ماش كامل حاجة باينة ولاد فاميلية لي مربيين مع الاسف هذا هو مستوى الشعب الجزايري كي يسمع بحاجة تافهة صرات الدنيا يقلبها
4404,فنانة لعار ورهم فناني تع بكري
1676,وجهك صحيح يا المخلوعة
2954,غير سكتي حمبوك عييتينا
3175,يا صاحب القناة بصحتك دراهم تع المشاهدة صحيت فيلم شباب
4600,كي نسمع هاذ الموسيقة تقول راكم تهدرو على العشرية السوداء
1472,نحبك مونيا
1576,راكي انتي قلتي نصهم ومايساعدكش الحال تقولي كامل ماشي مليح الانسان يعيش على البغض والكره يضر روحه قبل لوخرين
2573,انني وحدة متكبرة وشافية روحك بزاف وتبعي في عورات الناس والي يتبع عورات الناس ربي يفضحو حتي ول كان في دارو غير بدلي هدرتك خير لك
5627,لا نريد لا فنان لا فاسقة لا شياطين سواء مطبعين او لا لا نريدهم في وطننا
26,بعيدا على اني ما نحملهاش راهي تهدر برك باش تشهر في روحا بصح الكلام يلي قالتو صح للاسف ما نقدرش ننكر هذا هو حالنا الجزايرين رجعو يبهدلو بروحهم وين يروحو خصوصا في تعاليق في فايسبوك سوشيال ميديا بهدلو روحهم خصوصا قدام باقي بلدان عربية عقليتهم زيرو حتى الواحد رجع يحشم في بلاصتهم الله يهديهم الا من رحم ربي
3929,تشبهي لجرانة ياوحدة فايحة
2779,انا كنت نشوف مونيا مونيا يردوا عليها قلت ندخل نشوف واش راهي تقول ولقيت كل ما قالته صح الى حاجة واحدة ليس من كل الناس هي غلطتها انها جمعت في كل بلاد ليس الى في الجزاءر والله يهدينا
2703,مسكينة مخلوعة في روحها
2233,انت من نوع لي تسكسي مع خوك وباباك نورمال
3141,خرج فيها رغيس اكيد وكل ربي فيها
1034,ترخفي
3203,اولا الله يهديك يهدي الامة الاسلامية ثانيا ربي كي دار الحلال الحرام ما شاورناش غريزة الرجل طبيعية كالحيوان لكن الله اكرمنا بالعقل يعني نتصرفو بيه يا ختي رانا فال 2020 لعرا ترنديف وبنات الناس بارو ولاد الناس بطلو ما حبوش يزوجو لحم ولا رخيس كاين الي ماشي تاع حرام قلبو ما يخليهش تربية والديه يقعد يشوف فالفضايح ينسى روحو يتكاكا تزيد تجيه وحدة معرية على كتافها نعرف عباد بال6اشهر باش يشوف مدامة كيفاه يكون ردة فعلو مع العلم طيح في بنات هي تتبلاك الور ناس ماشي كامل كيف كيف وهاذي من نقص اسلوب الالقاء الحوار مع الناس الكمال لله السلام عليكم
89,وانا جيت اليوم نقولك بصحتنا مش راح نشوفو كمارتك في هذا رمضان
1290,قييو راهم فاقو
3761,متنسايش نهار تموتي الرجال هما اللي راح ادفنوك
3057,الدهش من دوار لي دولار الكافي كي يتحلاب وعر الشاي او ربي يرحم لي مات ويرزقهم الجنة
5219,لن ننسي شتمهم للجزاير
4539,بشرى انسانة مودبة وبنت فاميليا بصح كلام الناس المشوهة وتدخلات تاوعهم فيها تخليها تهدر هاك علاه ناس ماتلهاش في رواحهم علاه قاع العام وهوما يعس فالناس باه يديرو الشوايع والقصف هاد الشى حرام الي عمره في حياته ماغلط يقول انا مالقاو مايديرو في حياتهم غير الهدرة ونميمة والشوايع لسانكم هو عدوكم الله يحفظ ويستر خلو المرا ترونكيل ولهو في رواحكم حسبنا الله ونعم الوكيل كما تدين تدان من ستر مسلم في دنيا ستره الله يوم القيامة
3847,هذي اول مرة نشوفها
5729,مخسناش لي يرقسو ويعرو علينا رواحهم خسنا ديرو حل للاقتساد تاع البلاد
661,لا بنتي ماكانش اللي استشفى الناس كلها غاضتها شيماء هادي راهي حابة تحلل المجون نتاعها حنا شعب عربي مسلم والا هاذي ماعمرتلهاش راسها حنا جزايريين وعندنا الحرمة ومجتمعنا محافظ هاذي النوعية توسخ بنات الجزاير لا تمد لهم بصلة مسلمة غير فالاسم والحجاب اعلى من امثالها ربي نزل اية تقول قل لنساءك وبنات المومنين ان يضربوا بخمورهن الى جيوبهن اكدلي على بنات المومنين مونيا لا تنتمي الينا
3023,هاذي المخلوقة مازال راها راقدة روحي شلشي بلعسل ورواحي هدري على ولاد جزاير كيما كانو ولاد بلادي وتحيا ولاد بلادي
1495,روحي تخرطي فكاش بوبال يا بوبال يخي رجال الجزاير مكبوتين رنا مكبوتين روحي قيلنا برك راكي في الساشي الكحله لي تندار قدام الباب الدار راكي عرفتها وي صو بحيا الرجال الجزاير
312,مالا جربتيها
1075,بوتبريرة
3375,نستعرف بيك يا مونيا فغول
4343,ايه الدنيا غدارا و الله ربي يستر يستر نهار يحب يفضح يدمر الانسان تدمير ربي يسترنا يا رب اخي بكري يقلك مكاش دخان بلا نار ونقولك حاجة نخلو الخلق للخالق حنا ندو العبرة هلاص ربي يهدينا الوقت هذا كل واحد يشوف في صحيفتو راه داير فيها يعتبر من الغير القران كامل قصص عبر باه نخدو حذرنا لا ثقة الا في رب العباد هو ادر اعلم
3184,عندها الحق كاطفلة واش يصرا لبنات مشي كيما يصرى للرجال معا العلم انا في حياتي ما لبست سروال متحجبة شرعي بالكمامة يلصقو بصح مشي لهاد الدرجة نسبهم تقللهم حيوانات
4120,مونيا تمثل المراة العربية الجزايرية المسلمة وانتم غيارين هذا ما بيكم
4243,نسا ولاو يتايحو شعب الجزايري ماشي بنات فاميليا عاهيرات
4431,يستاهل كل من دافع عليها
5904,رن في شهر شعبان او جاي رمضان كريم عيب عليكم
2888,ايه عندها الحق في قاع لي قالتو
2459,نستعرف بيها تبرد لڨلب
494,عندها لحق انا معاها في كلامها هي وصفت حال مجتمعا الحقيقي مكدبتش وهي قصدت في كلامها فية معينة
5525,الترويج للسياحة اصبحنا مثل السعودية
1700,باعو
2354,ياخي الحجاب فرض حبيت نسقسيق كيش تشوفي في روحك وانت كاسية عارية والله يقول منعولات سبحان الله المنكر ما انكرته القلوب السليمة النساء مبعجبهمش واش قلتي حتى المتبرجات علابالهم بلي الحجاب فرض
1992,نتي تاني كونتي تشوفي في الناس قلتيها بفمك
1520,فمك علاش تعوجيه كلمة عربية كلمة فرونسي
846,وي بصح
3477,ما تحشميش باغية تشتهري بهذه الطريقة
760,باين قاستك انت واحد منهم
5218,اي تاريخ عند الجزاير الجزاير مغربية
4844,متحشميش كنتي الممتلة المفضلة عندي بصح طاحت قيمتك وقفنا معاك كي دارلك راجلك لفديو مي ربي كشفك ولتي طيحيلنا بيماتنا حنا يماتنا فحولا مجبنالهمش لفضيحة خمس على ميمتك مسكينا وين تخبي وجها جبتيلها العار او خمي على بناتك كيكبرو دوماج ربي يهديك كنتي عزيزا على قلوبنا
3162,هدرتي هدرة تاع الواقع
1187,دوك شكون لبغلوش ليعيطلها وزاد يقيم فيها شعب كامل يشوف فيها حاشاكوم اومزالوا يستهزاو بينا ويعيطولها
1911,لحمدوا لله عندي مراتي ولدي وما نشوف في كلبة كيفك يا فيروس رحمة في لفيروس ولا فيك مشتاقا في طاكسي واش جامي شفت طانابيل
372,بلعي فمك وحشمي
3467,لا للفتنة يا بنت الناس كل واحد قيمتو سواء كان رجل او امرءة ربي يهديك يهدينا اجمعين
1484,ياو قيو فاقو بيك
5978,محمد رمضان وهيفاء وهبي فنانين دورهم ينشطون السياحة كيف ينشطونها بتعليم الفسق للاخرين وتقديم الرذيلة للشعوب تبا لهم شذاذ الافاق الفن عندنا في الجزاير في كتاب الله في اسلامنا وتعاليمه
5531,فنانين البورنو يجيبوهم لدزاير باش يدعمو عهارة البورنو
3362,روحي اغسلي زكك من لخماج من بعد اروحي اهدري مع شعب الجزايري
3917,جيبولها بوجمعة يفهمها
5048,لانريد هذه الاشكال
4577,ماهوش صوتها يامرخس بركاو من لكذب
3989,واش قولتي صح مي كي هدرتيها كي شغل راكي تورني في فيلم پورنو
3327,غير نتي لي حطيتيهم فحدهم مارسي
1513,كرهت نشوفها من وقاحتها خلاصت عليك كحلة اتعلمي تهدري وتقيمي بلادك وولاد بلادك
1185,تحلف فيك دولة وما يحلفش فيك شعب
753,لالا يحصلك الشرف انا راجل وكون جيت عندي وحدة في لافامي كيما نتوما يا اشباه النساء نتبرا منها
2366,ولله غير راكي كي الجمعي جاك بالا
3403,امشي الله لا يربحك يا اليهودية
3389,رانكي ايا انا طفلة وشبيك احشمي راكي زعما قرية
2749,كل واحد يمثل اخلاقه
3772,شكون ها الخامجة هذي مانعرفهاش
3238,لا ماشي مخطوبة مي منمدش منقدرش
4657,راكم مازلتم دافعو عليها
2863,هيه نتي قلتي حنا لالا حنا هذيك نتي فرد منها انعم هيه نتي ثاني حياوان
1362,سعات مليح واحد كي يغلط والاحسن كي يعتدر انا راني نشوف مونيا بنت اخرى كلي تبدلت توازن كبير في الكلام الخفة راحت تبالي تعلمت الكثير وراح تنجح في مجال التمثيل بالتوفيق ان شاء لله
4355,بركاونا من التفاهات فارغين شغل هذيك قالت وهذاك دار وين راكم رايحين بهذا العقلية اليوم تاكدت مدى انحطاط المستوى اللي وصلنا ليه البلاد رايحة للهاوية بهذا العقلية اكبرو في عقولكم الله يهديكم كل واحد يعس روحو ويحاسب روحو الله يسهل عليها غلطت ما غلطتش هذي حاجتها سبت ولا شكرت ما ناش رايخين نسكرولها فمها اانا نعرف الانسان اللي ما عندو ختى قيمة عندي عمرو كلامو ما قدر يجرحني ولا يزعزعني اتقوا الله وكل واحد يحاول يصلح من روحو اولا خلاص المسالة هذي كرهنا منها بركاونا يرحم والديكم
2335,تحيا الشباب الجزايري لي عطا اروع مثال في الازمات كل الازمات اولها الحراك لي غيروا بيه مصير الجزاير خلصها من العصابة اخرها كورونا لي هب فيها كل شبابنا للمساعدة اذا ماشي بجيبو بذراعوا
4356,اتقو الله
2508,عندك الحق يغيضو الحال غير الي هكا
5746,منحتاجوش هذو الخماج عندنا الفنانين ديالنا عالميين واحسن واشرف منهم
4218,بدل موسيقى هاذي بموسيقى رقصة التابوت
1313,احكي قصة غير هذي بصح وجهك صحيح لوكان غير تسلفيهولي انرجع به رزقي من عند شي غاشي احشمت وانا نقولهم ردولي رزقي
1149,ربي يتوب عليك
2581,بصح هي هدرت الواقع مفهمتش علاه زعما راكم لاعبينها
5569,واه كاين صح
449,بسبب قنوات لعار صار عندك شان انت كي سبيتي رجال تعرفي بلي سبيتي زوج ملاين راجل ومن بينهم ابوك وخوك بصح غلط ماشي فيك غلط في رجال لمعاك في دار والله لوكان جيتي عندنا في دوار تاعنا اصلا تليفون ميشرولكش الحمد الله معندناش نساء لمثلك يوقفو مع رجال وبلادي مزال فيها لحراير لعندهم النيف نسيتي رجال لفوتو خمسين جمعة يطالبو بحقك في حراك ومكانش لطاحت منو قطرة دم نسيتي رجال لحررو الجزاير من عصابة نسيتي راجل اول هو الرييس تاعنا تبون لحذف كلمة فخامة على شعب نسيتي رجال ليباتو في حدود يعسو فيك واشباهك في برد نسيتي لرايح يديك واحد من رجال نسيتي انك تتزوجي وتجيبي رجال هاذو كامل نسيتيهم حنا رجال الكسرة والماء والراس في السماء
1099,اف انتي امراى تافها
1392,مكاش لي يبغيك الله غالب
463,نندبهم وخلاص
4138,تعرفي غير تشركي فمك نحي المكياج ونشوفوك كيفاه داير اهدري على روحك ما تجمعيش قاع البنات
5068,ومن قال نحن نريد سياحة اذهب الى بوتيب تشاهد جنة الله في ارضه
5864,زيدوا عليهم شاب خالد قال على الجزايريون كلاب والهام شهين
4703,هادي هيا لي كانو يضربو بها المثل فديزاد وات ذفاك ماتحت السواهي دواهي صاح المظاهر خداعة
909,وجهك صحيح يا طومبا مجربا
3478,شوفي روحك بيان حنونة وهدري على شباب الجزاير
2100,واحدة كيما نني ما نقيمهاش نني وسخ فوق الارض بليقون ما نتوشيكش
1897,صوت المراة عورة ملا يدها وشنو
2864,يابرجاقة وشنو لالا ومنيش عارفة روح نحي ماكياج وارواحي اهدري
2380,عيفتلي قلبي والله معندها علاه تحشم
1912,غير سكتي راكي مخسرا الملاين علا الماكياج تاعك وجايا تهدري سكمي روحي
4207,راكي في ڨعري
2417,مونيا الفايحة اترباي شوية ماراكيش في بوبالطو
1125,قنوات لخنز راهم يطحنو في لمجتمع لازم لمقاطعة في هذا رمضان والله يفسدو ولاد الناس يجيبو غير لخامجات
279,اني هنا
510,لكانها تقصد علينا ڨاع وكيلها ربي هدا واش نقول
3509,يجب ان تحاكم
5883,السلام عليكم ورحمة الله وبركاته اللهم صل وسلم على نبينا محمد وعلى اله وصحبه اجمعين الله ينصر دينك يا تبون ربي ينتقم منك يا يهود ابن صهيون
